,name_input,name_result,mst,address
631,TỔNG CÔNG TY CÔNG NGHIỆP DẦU THỰC VẬT VIỆT NAM - CÔNG TY CỔ PHẦN,TỔNG CÔNG TY CÔNG NGHIỆP DẦU THỰC VẬT VIỆT NAM - CÔNG TY CỔ PHẦN,0300585984,"Địa chỉ: 58 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, TP Hồ Chí Minh"
632,CÔNG TY DẦU ĂN GOLDEN HOPE NHÀ BÈ,CÔNG TY DẦU ĂN GOLDEN HOPE – NHÀ BÈ,0300832672,"Địa chỉ: Số 370 đường Gò Ô Môi, Khu Phố 02, Phường Phú Thuận, Quận 7, TP Hồ Chí Minh"
633,CÔNG TY CỔ PHẦN THỰC PHẨM ĐÔNG LẠNH KIDO,CÔNG TY CỔ PHẦN THỰC PHẨM ĐÔNG LẠNH KIDO,0302901882,"Địa chỉ: Lô A2-7, Đường số N4, KCN Tây Bắc Củ Chi ấp Cây Sộp, Xã Tân An Hội, Huyện Củ Chi, TP Hồ Chí Minh"
634,CÔNG TY CỔ PHẦN DẦU THỰC VẬT TƯỜNG AN,2,,
635,CÔNG TY CỔ PHẦN BAO BÌ DẦU THỰC VẬT,CÔNG TY CỔ PHẦN BAO BÌ DẦU THỰC VẬT,0302832526,"Địa chỉ: Khu Công nghiệp Tân Thới Hiệp, đường Nguyễn ảnh Thủ, Khu phố, phường Hiệp Thành, Quận 12, TP Hồ Chí Minh"
636,CÔNG TY CỔ PHẦN CHẾ BIẾN GỖ CAO SU ĐỒNG NAI,CÔNG TY CỔ PHẦN CHẾ BIẾN GỖ CAO SU ĐỒNG NAI,3602302902,"Địa chỉ: Đường số 7, Khu Công Nghiệp Long Khánh, Xã Bình Lộc, Thị xã Long khánh, Đồng Nai"
637,CÔNG TY TNHH PHÁT TRIỂN CAO SU PHƯỚC HÒA KAMPONG THOM,Không có kết quả,,
638,CÔNG TY CỔ PHẦN NHÂN LỰC VÀ THƯƠNG MẠI VINACONEX,CÔNG TY CỔ PHẦN NHÂN LỰC VÀ THƯƠNG MẠI VINACONEX,0102234864,"Địa chỉ: Tầng 5 tòa nhà 25T1 đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
639,CÔNG TY CỔ PHẦN ĐẦU TƯ NƯỚC SẠCH SÔNG ĐÀ,CÔNG TY CỔ PHẦN ĐẦU TƯ NƯỚC SẠCH SÔNG ĐÀ,5400310164,"Địa chỉ: Xóm Vật Lại, Xã Phú Minh, Huyện Kỳ Sơn, Hòa Bình"
640,CÔNG TY CỔ PHẦN CAO SU PHƯỚC HÒA,CÔNG TY CỔ PHẦN CAO SU PHƯỚC HÒA,3700147532,"Địa chỉ: Thửa đất số 374, Tờ bản đồ 17, ấp 2A, Xã Phước Hoà, Huyện Phú Giáo, Bình Dương"
641,CÔNG TY TNHH CAO SU PHƯỚC HÒA ĐẮK LẮK,Không có kết quả,,
642,CÔNG TY TNHH CAO SU & LÂM NGHIỆP PHƯỚC HÒA - ĐẮK LẮK,Kết quả tìm kiếm trùng nhau : 144,,
643,CÔNG TY CỔ PHẦN TNHH MỘT THÀNH VIÊN THƯƠNG MẠI HABECO,Không có kết quả,,
644,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ BIA RƯỢU NƯỚC GIẢI KHÁT HÀ NỘI,2,,
645,CÔNG TY CỔ PHẦN BAO BÌ BIA RƯỢU NƯỚC GIẢI KHÁT,2,,
646,CÔNG TY CỔ PHẦN BIA HÀ NỘI - THÁI BÌNH,CÔNG TY CỔ PHẦN BIA HÀ NỘI - THÁI BÌNH,1000317707,"Địa chỉ: Lô CN 1, khu công nghiệp TBS- Sông Trà, Xã Tân Bình, Thành phố Thái Bình, Thái Bình"
647,CÔNG TY CỔ PHẦN PHÂN BÓN VÀ HÓA CHẤT DẦU KHÍ MIỀN BẮC,CÔNG TY CỔ PHẦN PHÂN BÓN VÀ HÓA CHẤT DẦU KHÍ MIỀN BẮC,0102886450,"Địa chỉ: Tầng 4,tòa nhà Viện Dầu khí Việt Nam,số 167 đường Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
648,CÔNG TY CỔ PHẦN PHÂN BÓN VÀ HÓA CHẤT DẦU KHÍ MIỀN TRUNG,CÔNG TY CỔ PHẦN PHÂN BÓN VÀ HÓA CHẤT DẦU KHÍ MIỀN TRUNG,4100733174,"Địa chỉ: Lô A2, Cụm CN Nhơn Bình, Phường Nhơn Bình, Thành phố Quy Nhơn, Bình Định"
649,CÔNG TY CỔ PHẦN PHÂN BÓN VÀ HÓA CHẤT DẦU KHÍ ĐÔNG NAM BỘ,CÔNG TY CỔ PHẦN PHÂN BÓN VÀ HOÁ CHẤT DẦU KHÍ ĐÔNG NAM BỘ,0305918852,"Địa chỉ: Số 27 Đinh Bộ Lĩnh, Phường 24, Quận Bình Thạnh, TP Hồ Chí Minh"
650,CÔNG TY CỔ PHẦN PHÂN BÓN VÀ HÓA CHẤT DẦU KHÍ TÂY NAM BỘ,CÔNG TY CỔ PHẦN PHÂN BÓN VÀ HÓA CHẤT DẦU KHÍ TÂY NAM BỘ,1800722461,"Địa chỉ: 151/18, Trần Hoàng Na, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ"
651,CÔNG TY CỔ PHẦN THỂ THAO NGÔI SAO GERU,CÔNG TY CỔ PHẦN THỂ THAO NGÔI SAO GERU,0301634641,"Địa chỉ: 1/1 Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân phú, TP Hồ Chí Minh"
652,CÔNG TY CỔ PHẦN BIA HÀ NỘI - HẢI PHÒNG,CÔNG TY CỔ PHẦN BIA HÀ NỘI HẢI PHÒNG,0200153370,"Địa chỉ: Số 16 Đường Lạch tray, Phường Lạch tray, Quận Ngô Quyền, Hải Phòng"
653,CÔNG TY CỔ PHẦN BIA HÀ NỘI - QUẢNG BÌNH,CÔNG TY CỔ PHẦN BIA HÀ NỘI - QUẢNG BÌNH,3100301045,"Địa chỉ: TK 13, Phường Bắc Lý, Thành phố Đồng Hới, Quảng Bình"
654,CÔNG TY CỔ PHẦN THƯƠNG MẠI BIA HÀ NỘI,3,,
655,CÔNG TY CỔ PHẦN BIA HÀ NỘI - THANH HÓA,CÔNG TY CỔ PHẦN BIA HÀ NỘI - THANH HÓA,2800791192,"Địa chỉ: Số 152 Quang trung, Phường Ngọc Trạo, Thành phố Thanh Hoá, Thanh Hoá"
656,CÔNG TY CỔ PHẦN BIA HÀ NỘI - HẢI DƯƠNG,Kết quả tìm kiếm trùng nhau : 1,,
657,CÔNG TY CỔ PHẦN RƯỢU VÀ NƯỚC GIẢI KHÁT HÀ NỘI,Không có kết quả,,
658,CÔNG TY CỔ PHẦN BIA HÀ NỘI - HỒNG HÀ,CÔNG TY CỔ PHẦN BIA HÀ NỘI - HỒNG HÀ,2600170014,"Địa chỉ: Khu 1, Phường Vân Phú, Thành phố Việt Trì, Phú Thọ"
659,CÔNG TY CỔ PHẦN CAO SU ĐỒNG PHÚ KRATIE,CÔNG TY CỔ PHẦN CAO SU ĐỒNG PHÚ - KRATIE,3800413604,"Địa chỉ: ấp Thuận Phú I, Xã Thuận Phú, Huyện Đồng Phú, Bình Phước"
660,CÔNG TY CỔ PHẦN BIA THƯƠNG MẠI HÀ NỘI - QUẢNG NINH,Không có kết quả,,
661,CÔNG TY CỔ PHẦN BIA HÀ NỘI - NGHỆ AN,CÔNG TY CỔ PHẦN BIA HÀ NỘI-NGHỆ AN,2900884330,"Địa chỉ: Khu B- Khu Kinh tế Đông Nam-Quốc lộ 1A, Xã Nghi Long, Huyện Nghi Lộc, Nghệ An"
662,CÔNG TY CỔ PHẦN BIA HÀ NỘI - NAM ĐỊNH,CÔNG TY CỔ PHẦN BIA HÀ NỘI - NAM ĐỊNH,0600161270,"Địa chỉ: Số 5 đường Thái Bình, Phường Trần Tế Xương, Thành phố Nam Định, Nam Định"
663,CÔNG TY CỔ PHẦN HABECO - HẢI PHÒNG,CÔNG TY CỔ PHẦN HABECO - HẢI PHÒNG,0200761964,"Địa chỉ: , Thị Trấn Trường Sơn, Huyện An Lão, Hải Phòng"
664,CÔNG TY CỔ PHẦN CƠ KHÍ VẬN TẢI CAO SU DẦU TIẾNG,CÔNG TY CỔ PHẦN CƠ KHÍ - VẬN TẢI CAO SU DẦU TIẾNG,3700877828,"Địa chỉ: Khu Phố 4A, TT Dầu Tiếng, Huyện Dầu Tiếng, Bình Dương"
665,CÔNG TY CỔ PHẦN GỖ DẦU TIẾNG,Không có kết quả,,
666,CÔNG TY TNHH BẢO VỆ THỰC VẬT AN GIANG - CAMPUCHIA,Không có kết quả,,
667,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC VĨNH BÌNH,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC VĨNH BÌNH,1601633432,"Địa chỉ: ấp Vĩnh Lộc, Xã Vĩnh Bình, Huyện Châu Thành, An Giang"
668,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC THOẠI SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC THOẠI SƠN,1601623071,"Địa chỉ: ấp Sơn Lập, Xã Vọng Đông, Huyện Thoại Sơn, An Giang"
669,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC TÂN HỒNG,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC TÂN HỒNG,1401605043,"Địa chỉ: ấp Rọc Muống, Xã Tân Công Chí, Huyện Tân Hồng, Đồng Tháp"
670,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC VĨNH HƯNG,2,,
671,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC VĨNH LỘC,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC VĨNH LỘC,1900557010,"Địa chỉ: ấp Ninh Thạnh 1, Xã Ninh Hòa, Huyện Hồng Dân, Bạc Liêu"
672,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC VĨNH AN,CÔNG TY TNHH MỘT THÀNH VIÊN LƯƠNG THỰC VĨNH AN,1101751607,"Địa chỉ: ấp 2, Xã Tân Đông, Huyện Thạnh Hoá, Long An"
673,CÔNG TY TNHH MỘT THÀNH VIÊN PHÂN HỮU CƠ ÂN THỊNH ĐIỀN,CÔNG TY TNHH MỘT THÀNH VIÊN PHÂN HỮU CƠ ÂN THỊNH ĐIỀN,6300233285,"Địa chỉ: ấp Mỹ Phú, Xã Tân Phước Hưng, Huyện Phụng Hiệp, Hậu Giang"
674,CÔNG TY TNHH MỘT THÀNH VIÊN CÀ PHÊ HƯƠNG VỊ TRỜI,CÔNG TY TNHH MỘT THÀNH VIÊN CÀ PHÊ HƯƠNG VỊ TRỜI,6001542831,"Địa chỉ: Số 34 đường Lê Văn Nhiễu, Phường Tân Lập, TP.Buôn Ma Thuột, Đắc Lắc"
675,CÔNG TY TNHH NGHIÊN CỨU VÀ SẢN XUẤT GIỐNG ỨNG DỤNG CÔNG NGHỆ CAO HƯNG THỊNH,CÔNG TY TNHH NGHIÊN CỨU VÀ SẢN XUẤT GIỐNG ỨNG DỤNG CÔNG NGHỆ CAO HƯNG THỊNH,1101763828,"Địa chỉ: ấp Hưng Thành, Xã Hưng Thạnh, Huyện Tân Hưng, Long An"
676,CÔNG TY TÂY NINH - SIÊM RIỆP PHÁT TRIỂN CAO SU,Không có kết quả,,
677,CÔNG TY CỔ PHẦN CAO SU TÂY NINH,CÔNG TY CỔ PHẦN CAO SU TÂY NINH,3900242776,"Địa chỉ: Quốc lộ 22B, ấp Đá Hàng, Xã Hiệp Thạnh, Huyện Gò Dầu, Tây Ninh"
678,CÔNG TY TNHH TRÍCH LY DẦU CÁM VĨNH HÒA,Không có kết quả,,
679,CÔNG TY CỔ PHẦN LỘC TRỜI - VIÊN THỊ,CÔNG TY CỔ PHẦN LỘC TRỜI - VIÊN THỊ,1602083407,"Địa chỉ: ấp Hòa Tân, Xã Định Thành, Huyện Thoại Sơn, An Giang"
680,CÔNG TY CỔ PHẦN ĐỊA ỐC AN GIANG,Không có kết quả,,
681,CÔNG TY CỔ PHẦN VẬN TẢI DẦU KHÍ VŨNG TÀU (PV TRANS VŨNG TÀU),Không có kết quả,,
682,CÔNG TY CỔ PHẦN VẬN TẢI XĂNG DẦU PHƯƠNG NAM,CÔNG TY CỔ PHẦN VẬN TẢI XĂNG DẦU PHƯƠNG NAM,0305662230,"Địa chỉ: Tầng 3, tòa nhà PVFCCo, 43 Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, TP Hồ Chí Minh"
683,CÔNG TY CỔ PHẦN VẬN TẢI SẢN PHẨM KHÍ QUỐC TẾ,2,,
684,CÔNG TY CỔ PHẦN VẬN TẢI DẦU KHÍ THÁI BÌNH DƯƠNG,3,,
685,CÔNG TY CỔ PHẦN VẬN TẢI DẦU PHƯƠNG ĐÔNG VIỆT,CÔNG TY CỔ PHẦN VẬN TẢI DẦU PHƯƠNG ĐÔNG VIỆT,0304934883,"Địa chỉ: Lầu 8, cao ốc Citilight, số 45 Võ Thị Sáu, Phường Đa Kao, Quận 1, TP Hồ Chí Minh"
686,CÔNG TY CỔ PHẦN VẬN TẢI NHẬT VIỆT,2,,
687,CÔNG TY CỔ PHẦN VẬN TẢI DẦU KHÍ QUẢNG NGÃI,CÔNG TY CỔ PHẦN VẬN TẢI DẦU KHÍ QUẢNG NGÃI,4300560786,"Địa chỉ: Lô CN08, đường số 6, khu công nghiệp Tịnh Phong, Xã Tịnh Phong, Huyện Sơn Tịnh, Quảng Ngãi"
688,CÔNG TY CỔ PHẦN VẬN TẢI DẦU KHÍ HÀ NỘI (PV TRANS HÀ NỘI),Không có kết quả,,
689,CÔNG TY CỔ PHẦN VẬN TẢI DẦU KHÍ ĐÔNG DƯƠNG,CÔNG TY CỔ PHẦN VẬN TẢI DẦU KHÍ ĐÔNG DƯƠNG,0102327357,"Địa chỉ: Tầng 14, tòa nhà Việt á, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
690,CÔNG TY CỔ PHẦN CHẾ BIẾN GỖ THUẬN AN,CÔNG TY CỔ PHẦN CHẾ BIẾN GỖ THUẬN AN,3700403867,"Địa chỉ: Đại lộ Bình Dương, khu phố Bình Giao, Phường Thuận Giao, TX Thuận An, Bình Dương"
691,CÔNG TY CỔ PHẦN TÍN NGHĨA LÀO,Không có kết quả,,
692,CÔNG TY TNHH ĐẦU TƯ KHU CÔNG NGHIÊP TÍN NGHĨA,CÔNG TY TNHH ĐẦU TƯ KHU CÔNG NGHIỆP TÍN NGHĨA,3603409912,"Địa chỉ: VPGD: Tòa nhà văn phòng Khu Công nghiệp Nhơn Trạch 3, Xã Hiệp Phước, Huyện Nhơn Trạch, Đồng Nai"
693,CÔNG TY CỔ PHẦN LOGISTICS TÍN NGHĨA - ICD BIÊN HÒA,CÔNG TY CỔ PHẦN LOGISTICS TÍN NGHĨA - ICD BIÊN HÒA,3601047417,"Địa chỉ: Km 1+900, Quốc lộ 51, Phường Long Bình Tân, Thành phố Biên Hoà, Đồng Nai"
694,CÔNG TY CỔ PHẦN DỊCH VỤ BẢO VỆ CHUYÊN NGHIỆP TÍN NGHĨA,CÔNG TY CỔ PHẦN DỊCH VỤ BẢO VỆ CHUYÊN NGHIỆP TÍN NGHĨA,3603272464,"Địa chỉ: Số 12C, đường Phan Chu Trinh, Phường Quang Vinh, Thành phố Biên Hoà, Đồng Nai"
695,CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP TÍN NGHĨA - PHƯƠNG ĐÔNG,CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP TÍN NGHĨA - PHƯƠNG ĐÔNG,3501499635,"Địa chỉ: Khu công nghiệp Đất Đỏ I, Xã Phước Long Thọ, Huyện Đất đỏ, Bà Rịa - Vũng Tàu"
696,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ XÂY DỰNG PHƯỚC TÂN,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ XÂY DỰNG PHƯỚC TÂN,3602041601,"Địa chỉ: Tổ 25, ấp Tân Mai 2, Xã Phước Tân, Thành phố Biên Hoà, Đồng Nai"
697,CÔNG TY CỔ PHẦN PHÁT TRIỂN DOANH NGHIỆP NHỎ VÀ VỪA NHẬT BẢN,Kết quả tìm kiếm trùng nhau : 1,,
698,CÔNG TY CỔ PHẦN XĂNG DẦU TÍN NGHĨA,CÔNG TY CỔ PHẦN XĂNG DẦU TÍN NGHĨA,3601038204,"Địa chỉ: 95A, đường Cách mạng tháng 8, Phường Quyết Thắng, Thành phố Biên Hoà, Đồng Nai"
699,CÔNG TY CỔ PHẦN CHẾ BIẾN XUẤT NHẬP KHẨU NÔNG SẢN ĐỒNG NAI,Không có kết quả,,
700,CÔNG TY CỔ PHẦN ĐẦU TƯ NHƠN TRẠCH,CÔNG TY CỔ PHẦN ĐẦU TƯ NHƠN TRẠCH,3600694267,"Địa chỉ: Đường số 7, Khu đô thị Đông Sài Gòn, Xã Long Tân, Huyện Nhơn Trạch, Đồng Nai"
701,CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP TÂN BÌNH,Không có kết quả,,
702,CÔNG TY CỔ PHẦN CAO SU ĐỒNG PHÚ,2,,
703,CÔNG TY CỔ PHẦN ĐẦU TƯ TÍN NGHĨA Á CHÂU,CÔNG TY CỔ PHẦN ĐẦU TƯ TÍN NGHĨA - Á CHÂU,3602181239,"Địa chỉ: Số 2/11, Bùi Hữu Nghĩa, Phường Tân Vạn, Thành phố Biên Hoà, Đồng Nai"
704,CÔNG TY CỔ PHẦN PHÁT TRIỂN KHU CÔNG NGHIỆP TÍN NGHĨA,CÔNG TY CỔ PHẦN PHÁT TRIỂN KHU CÔNG NGHIỆP TÍN NGHĨA,3600964611,"Địa chỉ: KCN Tam Phước, đường số 6 - Xã Tam Phước, Thành phố Biên Hoà, Đồng Nai"
705,CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP CAO SU BÌNH LONG,CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP CAO SU BÌNH LONG,3800378251,"Địa chỉ: ấp 3A, Xã Minh Hưng, Huyện Chơn Thành, Bình Phước"
706,CÔNG TY CỔ PHẦN AN TIẾN INDUSTRIES,CÔNG TY CỔ PHẦN AN TIẾN INDUSTRIES,5200466372,"Địa chỉ: Khu công nghiệp phía Nam, Xã Văn Tiến, Thành phố Yên Bái, Yên Bái"
707,CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP KỸ THUẬT CAO AN PHÁT 1,CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP KỸ THUẬT CAO AN PHÁT 1,0801298395,"Địa chỉ: Khu Công nghiệp kỹ thuật cao An Phát, Km47, Quốc lộ 5, Phường Việt Hòa, Thành phố Hải Dương, Hải Dương"
708,CÔNG TY CỔ PHẦN AN THÀNH BICSOL,Không có kết quả,,
709,CÔNG TY TNHH AN THÀNH BICSOL SINGAPORE PTE,Không có kết quả,,
710,CÔNG TY CỔ PHẦN NHỰA BAO BÌ AN VINH,CÔNG TY CỔ PHẦN NHỰA BAO BÌ AN VINH,0801235451,"Địa chỉ: Lô CN11+CN12, Cụm công nghiệp An Đồng, Thị trấn Nam Sách, Huyện Nam Sách, Hải Dương"
711,CÔNG TY CỔ PHẦN LIÊN VẬN AN TÍN,CÔNG TY CỔ PHẦN LIÊN VẬN AN TÍN,0801177672,"Địa chỉ: Số 64.22 đường Phạm Hùng, Phường Tứ Minh, Thành phố Hải Dương, Hải Dương"
712,CÔNG TY TNHH KHU CÔNG NGHIỆP KỸ THUẬT CAO AN PHÁT,CÔNG TY TNHH KHU CÔNG NGHIỆP KỸ THUẬT CAO AN PHÁT,0801225485,"Địa chỉ: Lô CN11+CN12, cụm CN An Đồng, Thị trấn Nam Sách, Huyện Nam Sách, Hải Dương"
713,CÔNG TY CỔ PHẦN CAO SU TRƯỜNG PHÁT,CÔNG TY CỔ PHẦN CAO SU TRƯỜNG PHÁT,3700827249,"Địa chỉ: Thửa đất số 117, 118, Tờ bản đồ số 15, ấp 1, Xã Hưng Hoà, Huyện Bàu Bàng, Bình Dương"
714,CÔNG TY CỔ PHẦN CAO SU HÒA BÌNH,CÔNG TY CỔ PHẦN CAO SU HOÀ BÌNH,3500657173,"Địa chỉ: ấp 7, Xã Hòa Bình, Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu"
715,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG CẦU ĐỒNG NAI,Không có kết quả,,
716,CÔNG TY TNHH BÊ TÔNG ĐÚC SẴN VINA PSMC,2,,
717,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ MỘT - VIỆT HƯNG,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ MỘT VIỆT HƯNG,0306118182,"Địa chỉ: 491A2 Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP Hồ Chí Minh"
718,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ MỘT - VIỆT QUANG,Không có kết quả,,
719,CÔNG TY CỔ PHẦN  XÂY DỰNG SỐ MỘT - VIỆT NGUYÊN,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ MỘT-VIỆT NGUYÊN,0304762338,"Địa chỉ: 1.2 Chung cư 351/31 Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP Hồ Chí Minh"
720,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN CAO SU DẦU TIẾNG,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN CAO SU DẦU TIẾNG,3700937869,"Địa chỉ: KP3, TT Dầu Tiếng, Huyện Dầu Tiếng, Bình Dương"
721,CÔNG TY CỔ PHẦN VRG - KHẢI HOÀN,CÔNG TY CỔ PHẦN VRG KHẢI HOÀN,3700717246,"Địa chỉ: Thửa đất số 233, Tờ bản đồ số 37, ấp Cầu Sắt, Xã Lai Hưng, Huyện Bàu Bàng, Bình Dương"
722,CÔNG TY TNHH MỘT THÀNH VIÊN VĨNH HOÀN COLLAGEN,Không có kết quả,,
723,CÔNG TY TNHH MỘT THÀNH VIÊN THANH BÌNH ĐỒNG THÁP,Kết quả tìm kiếm trùng nhau : 1,,
724,CÔNG TY TNHH MỘT THÀNH VIÊN THỰC PHẨM VĨNH PHƯỚC,Không có kết quả,,
725,CÔNG TY TNHH LƯƠNG THỰC VĨNH HOÀN 2,CÔNG TY TNHH LƯƠNG THỰC VĨNH HOÀN 2,1401420853,"Địa chỉ: ấp Tân An, Xã Bình Thạnh Trung, Huyện Lấp Vò, Đồng Tháp"
726,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU SA GIANG ,Không có kết quả,,
727,CÔNG TY TNHH MỘT THÀNH VIÊN VĨNH HOÀN 4,Không có kết quả,,
728,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG CẦU ĐƯỜNG BÌNH TRIỆU,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG CẦU ĐƯỜNG BÌNH TRIỆU,0308672420,"Địa chỉ: 00.22 - 00.23, Tầng trệt, Thủ Thiêm Lakeview 1, Số 19, Đường, Phường An Khánh, Quận 2, TP Hồ Chí Minh"
729,CÔNG TY CỔ PHẦN ĐẦU TƯ CAO ỐC VĂN PHÒNG ĐIỆN BIÊN PHỦ,Không có kết quả,,
730,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ HẠ TẦNG CII,Không có kết quả,,
731,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ KINH DOANH ĐỊA ỐC LỮ GIA,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ KINH DOANH ĐỊA ỐC LỮ GIA,0312919832,"Địa chỉ: 70 Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh"
732,CÔNG TY TNHH MỘT THÀNH VIÊN BẮC THỦ THIÊM,Không có kết quả,,
733,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG KỸ THUẬT VINAPHIL,2,,
734,CÔNG TY TNHH ĐÔ THỊ XANH SÀI GÒN LONG KHÁNH,Không có kết quả,,
735,CÔNG TY CỔ PHẦN CHẾ BIẾN VÀ XUẤT NHẬP KHẨU GỖ TÂY NINH,Không có kết quả,,
736,CÔNG TY CỔ PHẦN CAO SU HÀNG GÒN,CÔNG TY CỔ PHẦN CAO SU HÀNG GÒN,3600527805,"Địa chỉ: Tổ 15, ấp Hàng Gòn, Xã Hàng Gòn, Thị xã Long khánh, Đồng Nai"
737,CÔNG TY CỔ PHẦN XÂY DỰNG HẠ TẦNG CII,CÔNG TY CỔ PHẦN XÂY DỰNG HẠ TẦNG CII,0304200346,"Địa chỉ: Tầng 20, Tòa nhà SunWah, Số 115 đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh"
738,CÔNG TY CỔ PHẦN ĐẦU TƯ CẦU ĐƯỜNG CII,CÔNG TY CỔ PHẦN ĐẦU TƯ CẦU ĐƯỜNG CII,0300482241,"Địa chỉ: 70 Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh"
739,CÔNG TY CỔ PHẦN HẠ TẦNG NƯỚC SÀI GÒN,CÔNG TY CỔ PHẦN HẠ TẦNG NƯỚC SÀI GÒN,0303476454,"Địa chỉ: Tầng 5, Số 70 Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh"
740,CÔNG TY CỔ PHẦN ĐẦU TƯ NĂM BẢY BẢY,2,,
741,CÔNG TY CỔ PHẦN XUẤT KHẨU CAO SU VRG NHẬT BẢN,CÔNG TY CỔ PHẦN XUẤT KHẨU CAO SU VRG NHẬT BẢN,0313053377,"Địa chỉ: 269A Nguyễn Trọng Tuyển, Phường 10, Quận Phú Nhuận, TP Hồ Chí Minh"
742,CÔNG TY CỔ PHẦN CAO SU ĐỒNG PHÚ - ĐAK NÔNG,Không có kết quả,,
743,CÔNG TY CỔ PHẦN BỆNH VIỆN ĐA KHOA QUỐC TẾ BECAMEX,CÔNG TY CỔ PHẦN BỆNH VIỆN ĐA KHOA QUỐC TẾ BECAMEX,3702291330,"Địa chỉ: Đại lộ Bình Dương, Khu Gò Cát, Phường Lái Thiêu, TX Thuận An, Bình Dương"
744,CÔNG TY CỔ PHẦN PHÁT TRIỂN HẠ TẦNG KỸ THUẬT ,6,,
745,CÔNG TY CỔ PHẦN BỆNH VIỆN MỸ PHƯỚC,CÔNG TY CỔ PHẦN BỆNH VIỆN MỸ PHƯỚC,3700696042,"Địa chỉ: Thửa đất số 2292, tờ bản đồ số 58, Đường TC 3, tổ 6, khu phố, Phường Mỹ Phước, Thị Xã Bến Cát, Bình Dương"
746,CÔNG TY CỔ PHẦN KINH DOANH VÀ PHÁT TRIỂN BÌNH DƯƠNG,CÔNG TY CỔ PHẦN KINH DOANH VÀ PHÁT TRIỂN BÌNH DƯƠNG.,3700413826,"Địa chỉ: Số 26-27, Lô I, Đường Đồng Khởi, Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương"
747,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ GIAO THÔNG BÌNH DƯƠNG,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ GIAO THÔNG BÌNH DƯƠNG,3700408992,"Địa chỉ: Lô G Đường Đồng Khởi, Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương"
