Tên chi nhánh,Mã số thuế,Tên CEO,Địa chỉ chi nhánh,Tên HO,Tỉnh,business
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ & THƯƠNG MẠI VINACONEX - UPGC HÀ NỘI,4200644489-001,Bùi Ngọc Lâm,"P2406, tầng 24 nhà 34T Hoàng Đạo Thuý, phường Trung Hoà - - Quận Cầu Giấy - Hà Nội.",CÔNG TY CP ĐẦU TƯ VCN,Hà Nội,Xây dựng công trình kỹ thuật dân dụng
CHI NHÁNH BẮC GIANG - CÔNG TY CỔ PHẦN ĐẦU TƯ VCN,4200644489-004,NGUYỄN VĂN SINH,"Số 6, Khu 1, Thị Trấn Nếnh, Huyện Việt Yên, Tỉnh Bắc Giang, Việt Nam",CÔNG TY CP ĐẦU TƯ VCN,Bắc Giang,
CHI NHÁNH KINH DOANH VẬT TƯ NÔNG NGHIỆP I - CÔNG TY CỔ PHẦN DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,3400382278-001,VÕ NGỌC QUÂN,"Khu phố Phú Trường, Thị Trấn Phú Long, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận, Việt Nam",CÔNG TY CP DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,Bình Thuận,
CHI NHÁNH KINH DOANH VẬT TƯ NÔNG NGHIỆP II - CÔNG TY CỔ PHẦN DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,3400382278-002,PHẠM VĂN HIỀN,"Thôn Phú Sum, Xã Hàm Mỹ, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận, Việt Nam",CÔNG TY CP DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,Bình Thuận,
CHI NHÁNH KINH DOANH VẬT TƯ NÔNG NGHIỆP III - CÔNG TY CỔ PHẦN DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,3400382278-003,NGUYỄN NGỌC LÂN,"Thôn 1, Thị Trấn Võ Xu, Huyện Đức Linh, Tỉnh Bình Thuận, Việt Nam",CÔNG TY CP DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,Bình Thuận,
CHI NHÁNH KINH DOANH VẬT TƯ NÔNG NGHIỆP IV - CÔNG TY CỔ PHẦN DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,3400382278-004,NGUYỄN MINH HIỀN,"Số 92 Thôn Bình Thủy, Xã Phan Rí Thành, Huyện Bắc Bình, Tỉnh Bình Thuận, Việt Nam",CÔNG TY CP DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,Bình Thuận,
CHI NHÁNH KINH DOANH VẬT TƯ NÔNG NGHIỆP HÀM TÂN - CÔNG TY CỔ PHẦN DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,3400382278-005,TRẦN VĂN MƯỜI,"Thôn 1, Phường Tân Thiện, Thị xã La Gi, Tỉnh Bình Thuận, Việt Nam",CÔNG TY CP DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,Bình Thuận,
CHI NHÁNH KINH DOANH XĂNG DẦU - CÔNG TY CỔ PHẦN DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,3400382278-006,PHẠM MẠNH HÙNG,"Khu phố 2, Phường Xuân An, Thành phố Phan Thiết, Tỉnh Bình Thuận, Việt Nam",CÔNG TY CP DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,Bình Thuận,
CHI NHÁNH CTY TNHH TAISHO VIỆT NAM,4200381102-001,Kenji Kitahara,35 Nguyễn Huệ P.BN P-1001 - - Quận 1 - TP Hồ Chí Minh.,Taisho Pharmaceutical,TP Hồ Chí Minh,"Sản xuất thuốc, hoá dược và dược liệu"
VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH TAISHO VIỆT NAM TẠI THÀNH PHỐ HỒ CHÍ MINH,4200381102-003,TAKAHASHI HIROYUKI,"Tầng 3, Tòa nhà Phụ Nữ, số 20 Nguyễn Đăng Giai, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Taisho Pharmaceutical,TP Hồ Chí Minh,
CHI NHÁNH CTY VẬT TƯ CHẾ BIẾN CUNG ỨNG CÀ PHÊ XUẤT KHẨU,4200236666-005,Nguyễn Thành Đội,24/9C Hoàng Văn Thụ - - Quận Phú Nhuận - TP Hồ Chí Minh.,CÔNG TY CP MASCOPEX,TP Hồ Chí Minh,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống"
TRUNG TÂM THƯƠNG MẠI MASCOPEX - CHI NHÁNH CÔNG TY CỔ PHẦN MASCOPEX TẠI NHA TRANG,4200236666-007,TRẦN NGỌC NI,"17 Tô Hiệu, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tỉnh Khánh Hòa, Việt Nam",CÔNG TY CP MASCOPEX,Khánh Hòa,
CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI KHATOCO,4200485207-006,NGUYỄN DUY TÀI,"Số 24, 25, 26 khu nhà vườn, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",CÔNG TY TNHH THƯƠNG MẠI KHATOCO,Hà Nội,Hoạt động dịch vụ hỗ trợ kinh doanh khác chưa được phân vào đâu
CÔNG TY TNHH THƯƠNG MẠI KHATOCO - CỬA HÀNG BÁN VÀ GIỚI THIỆU SẢN PHẨM TẠI TUY HÒA,4200485207-015,Lê Công Hoàng,Số 80 Trần Hưng Đạo - Phường 1 - TP Tuy Hoà - Phú Yên.,CÔNG TY TNHH THƯƠNG MẠI KHATOCO,Phú Yên,
CỬA HÀNG BÁN VÀ GIỚI THIỆU SẢN PHẨM TẠI VŨNG TÀU,4200485207-016,Nguyễn Đình Thạch,Số 195 đường Ba Cu - Phường 4 - Thành Phố Vũng Tàu - Bà Rịa - Vũng Tàu.,CÔNG TY TNHH THƯƠNG MẠI KHATOCO,Bà Rịa - Vũng Tàu,
CỬA HÀNG BÁN VÀ GIỚI THIỆU SẢN PHẨM KHATOCO TẠI KIÊN GIANG,4200485207-017,Nguyễn Hữu Lộc,Số 184 Nguyễn Trung Trực - Phường Vĩnh Bảo - Thành phố Rạch Giá - Kiên Giang.,CÔNG TY TNHH THƯƠNG MẠI KHATOCO,Kiên Giang,
CỬA HÀNG BÁN VÀ GIỚI THIỆU SẢN PHẨM KHATOCO TẠI LONG XUYÊN,4200485207-018,Nguyễn Đình Thạch,61 Hà Hoàng Hổ - Phường Mỹ Xuyên - Thành phố Long Xuyên - An Giang.,CÔNG TY TNHH THƯƠNG MẠI KHATOCO,An Giang,
CỬA HÀNG BÁN VÀ GIỚI THIỆU SẢN PHẨM KHATOCO TẠI BUÔN MA THUÔT,4200485207-019,Nguyễn Đình Thạch,23 Phan Chu Trinh - Phường Thắng Lợi - TP.Buôn Ma Thuột - Đắk Lắk.,CÔNG TY TNHH THƯƠNG MẠI KHATOCO,Đắk Lắk,
NHÀ MÁY TÂN KHÁNH AN,4200486169-010,Phạm Văn Bình,Khu công nghiệp Bắc Vinh xã Hưng Đông - - Thành phố Vinh - Nghệ An.,TỔNG CÔNG TY KHÁNH VIỆT,Nghệ An,
CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐỨC TƯỜNG - VĂN PHÒNG ĐẠI DIỆN HÀ NỘI,1701884951-004,NGUYỄN THÀNH VÂN,"Tầng 7, Tòa nhà Coma, 125D Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",CÔNG TY CP TẬP ĐOÀN ĐỨC TƯỜNG,Hà Nội,
CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐỨC TƯỜNG - CHI NHÁNH ĐỒNG NAI,1701884951-005,NGUYỄN ĐỨC KHANG,"Lô số 6, đường số 2, khu công nghiệp Giang Điền, Xã Giang Điền, Huyện Trảng Bom, Tỉnh Đồng Nai, Việt Nam",CÔNG TY CP TẬP ĐOÀN ĐỨC TƯỜNG,Đồng Nai,
CHI NHÁNH TẠI TP. HỒ CHÍ MINH - CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG KIÊN GIANG (TỈNH KIÊN GIANG),1700113586-003,Trần Thọ Thắng,"285/71 Cách Mạng Tháng Tám, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP TẬP ĐOÀN TƯ VẤN ĐẦU TƯ XÂY DỰNG KIÊN GIANG,TP Hồ Chí Minh,
VĂN PHÒNG ĐẠI DIỆN - CÔNG TY CỔ PHẦN TẬP ĐOÀN TƯ VẤN ĐẦU TƯ XÂY DỰNG KIÊN GIANG,1700113586-004,NGUYỄN HOÀNG SƠN,"L7-01 Khu biệt thự cao cấp Bà Kèo, đường Trần Hưng Đạo, khu phố 7, Thị Trấn Dương Đông, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam",CÔNG TY CP TẬP ĐOÀN TƯ VẤN ĐẦU TƯ XÂY DỰNG KIÊN GIANG,Kiên Giang,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH CẦN THƠ - PHÒNG GIAO DỊCH VĨNH THẠNH,1700197787-085,PHẠM HIẾU TRUNG,"71, Quốc lộ 80, ấp Vĩnh Quới, Thị Trấn Vĩnh Thạnh, Huyện Vĩnh Thạnh, Thành phố Cần Thơ, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,Cần Thơ,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH CẦN THƠ - PHÒNG GIAO DỊCH CÁI RĂNG,1700197787-086,TRƯƠNG NGUYỄN KHÁNH CƯƠNG,"Số 161/3B, Quốc Lộ 1A, Phường Lê Bình, Quận Cái Răng, Thành phố Cần Thơ, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,Cần Thơ,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH CẦN THƠ - PHÒNG GIAO DỊCH THỐT NỐT,1700197787-087,PHẠM ĐĂNG VÂN,"Số 447 Tổ 24, Phường Thốt Nốt, Quận Thốt Nốt, Thành phố Cần Thơ, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,Cần Thơ,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH CẦN THƠ - PHÒNG GIAO DỊCH Ô MÔN,1700197787-088,NGUYỄN VĂN VUI,"Số 969B/6 Đường 26/03, Khu vực 4, Phường Châu Văn Liêm, Quận Ô Môn, Thành phố Cần Thơ, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,Cần Thơ,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH ĐẮK LẮK - PHÒNG GIAO DỊCH TÂN LẬP,1700197787-089,LÊ TRẦN NGỌC ÂN,"Đường 10/3 Thôn 2, Xã Cư Êbur, TP.Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,Đắk Lắk,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH CẦN THƠ - PHÒNG GIAO DỊCH BÌNH THỦY,1700197787-095,MAI THỊ CẨM THỦY,"77, đường Cách Mạng Tháng Tám, Phường An Thới, Quận Bình Thuỷ, Thành phố Cần Thơ, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,Cần Thơ,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH SÀI GÒN - PHÒNG GIAO DỊCH PHÚ NHUẬN,1700197787-096,VŨ ĐỨC SƠN,"117-119 Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,TP Hồ Chí Minh,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH BÌNH DƯƠNG- PHÒNG GIAO DỊCH DĨ AN,1700197787-100,NGÔ VĂN KÝ,"Số 9/19, Khu Phố Bình Minh 1, Phường Dĩ An, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,Bình Dương,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH NHÀ BÈ,1700197787-109,TRẦN HỮU NGHỊ,"Số 19 (Lô B2), Dự án Khu nhà ở Phân khu số 18A, đường Nguyễn Hữu Thọ , Xã Phước Kiển, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,TP Hồ Chí Minh,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH LÂM ĐỒNG,1700197787-110,TRẦN XUÂN HẢI,"Số 394 Quốc lộ 20, Thị Trấn Liên Nghĩa, Huyện Đức Trọng, Tỉnh Lâm Đồng, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,Lâm Đồng,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG- CHI NHÁNH CẦN GIỜ,1700197787-112,LƯU NGUYÊN NHỰT,"Số 312 Rừng Sác, Ấp Bình Thuận, Xã Bình Khánh, Huyện Cần Giờ, Thành phố Hồ Chí Minh, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,TP Hồ Chí Minh,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH HẢI PHÒNG - PHÒNG GIAO DỊCH KIẾN AN,1700197787-113,Trần Tuấn Anh,Số 25 đường Trần Nhân Tông - Phường Quán Trữ - Quận Kiến An - Hải Phòng.,NGÂN HÀNG TMCP KIÊN LONG,Hải Phòng,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH HẢI PHÒNG - PHÒNG GIAO DỊCH NGÔ QUYỀN,1700197787-114,Trần Tuấn Anh,Số 263 đường Đà Nẵng - Phường Cầu Tre - Quận Ngô Quyền - Hải Phòng.,NGÂN HÀNG TMCP KIÊN LONG,Đà Nẵng,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH HẢI PHÒNG - PHÒNG GIAO DỊCH TRẦN NGUYÊN HÃN,1700197787-115,Trần Tuấn Anh,Số 167E đường Trần Nguyên Hãn - Phường Trần Nguyên Hãn - Quận Lê Chân - Hải Phòng.,NGÂN HÀNG TMCP KIÊN LONG,Hải Phòng,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH HẢI PHÒNG - PHÒNG GIAO DỊCH LẠCH TRAY,1700197787-116,Trần Tuấn Anh,Số 227 đường Lạch Tray - Phường Đằng Giang - Quận Ngô Quyền - Hải Phòng.,NGÂN HÀNG TMCP KIÊN LONG,Hải Phòng,
NGÂN HÀNG TMCP KIÊN LONG - CHI NHÁNH ĐỒNG THÁP PHÒNG GIAO DỊCH HỒNG NGỰ,1700197787-117,Trần Tuấn Anh,"Số 88, Hùng Vương - Phường An Thạnh - Thành phố Hồng Ngự - Đồng Tháp.",NGÂN HÀNG TMCP KIÊN LONG,Đồng Tháp,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH ĐỒNG THÁP - PHÒNG GIAO DỊCH THÁP MƯỜI,1700197787-118,Trần Tuấn Anh,"Số 16/D, đường Nguyễn Văn Tre, khóm 4 - Thị trấn Mỹ An - Huyện Tháp Mười - Đồng Tháp.",NGÂN HÀNG TMCP KIÊN LONG,Đồng Tháp,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - CHI NHÁNH BÌNH ĐỊNH - PHÒNG GIAO DỊCH AN NHƠN,1700197787-119,Trần Hòa Vĩ,254 Ngô Gia Tự - Phường Bình Định - Thị Xã An Nhơn - Bình Định.,NGÂN HÀNG TMCP KIÊN LONG,Bình Định,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - VĂN PHÒNG ĐẠI DIỆN TẠI THÀNH PHỐ HỒ CHÍ MINH,1700197787-120,VÕ ĐỨC THỌ,"Số 98-108A Cách Mạng Tháng Tám, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,TP Hồ Chí Minh,
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG - VĂN PHÒNG ĐẠI DIỆN TẠI THÀNH PHỐ HÀ NỘI,1700197787-121,TRẦN THỊ HƯỜNG,"Tầng 6, Tòa nhà Sunshine Center, Số 16, đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",NGÂN HÀNG TMCP KIÊN LONG,Hà Nội,
VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH MỘT THÀNH VIÊN APATIT VIỆT NAM,5300100276-035,BÙI THỊ THU HƯƠNG,"Số 2, ngõ Quan Thổ I, phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",CÔNG TY TNHH MTV APATIT VIỆT NAM,Hà Nội,
VPĐD CÔNG TY CỔ PHẦN ĐỒNG TÂM (TỈNH LONG AN),1100548578-013,NGUYỄN VĂN HÙNG,"236A Nguyễn Văn Luông, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP ĐỒNG TÂM,TP Hồ Chí Minh,
VĂN PHÒNG ĐẠI DIỆN 2 - CÔNG TY CỔ PHẦN ĐỒNG TÂM,1100548578-014,NGUYỄN VĂN HÙNG,"Số 233 đường Nguyễn Văn Luông, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP ĐỒNG TÂM,TP Hồ Chí Minh,
CÔNG TY CP GREENFEED VIỆT NAM - CN ĐỒNG NAI,1100598642-001,Nguyễn Văn Tuấn,"KCN Agtex Long Bình, P. Long Bình - - Thành phố Biên Hoà - Đồng Nai.",CÔNG TY CP GREENFEED VIỆT NAM,Đồng Nai,"Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)"
CÔNG TY CỔ PHẦN GREENFEED VIỆT NAM - VĂN PHÒNG ĐẠI DIỆN TẠI THÀNH PHỐ HỒ CHÍ MINH,1100598642-024,DIỆP HỮU LINH LAN,"Tầng 22, tòa nhà Centec, 72-74 Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP GREENFEED VIỆT NAM,TP Hồ Chí Minh,
CÔNG TY CỔ PHẦN GREENFEED VIỆT NAM - CHI NHÁNH TÂY NINH,1100598642-029,QUANG THANH CƯỜNG,"Đường N8, Khu Công nghiệp Phước Đông, Xã Đôn Thuận, Thị xã Trảng Bàng, Tỉnh Tây Ninh, Việt Nam",CÔNG TY CP GREENFEED VIỆT NAM,Tây Ninh,
CÔNG TY CỔ PHẦN SẢN XUẤT THÉP VINA ONE - CHI NHÁNH ĐẮK LẮK,1100549268-003,PHAN QUỐC THỊNH,"Thôn 12, Xã Hòa Phú, TP.Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",CÔNG TY CP SẢN XUẤT THÉP VINA ONE,Đắk Lắk,
CHI NHÁNH CÔNG TY CỔ PHẦN THIỆN PHÚ SĨ,0303376241-002,Trần Văn Xuân,"101/5 Tỉnh Lộ 7 ấp Gò Nổi, Xã An Nhơn Tây, Huyện Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP THIỆN PHÚ SĨ,TP Hồ Chí Minh,
CHI NHÁNH CÔNG TY CỔ PHẦN THIỆN PHÚ SĨ,0303376241-003,TRẦN VĂN THÁI,"Thửa đất số 364, Tờ bản đồ số 20, Ấp Bình Tiền 2, Xã Đức Hòa Hạ, Huyện Đức Hoà, Tỉnh Long An, Việt Nam",CÔNG TY CP THIỆN PHÚ SĨ,Long An,
CHI NHÁNH CÔNG TY CỔ PHẦN THIỆN PHÚ SĨ,0303376241-004,TRẦN VĂN THÁI,"Lô C, Đường D6, KCN Đức Hòa III - Việt Hóa, Xã Đức Lập Hạ, Huyện Đức Hoà, Tỉnh Long An, Việt Nam",CÔNG TY CP THIỆN PHÚ SĨ,Long An,
CHI NHÁNH NIIW CUISINE-CÔNG TY CỔ PHẦN THIỆN PHÚ SĨ,0303376241-005,TRẦN VĂN THÁI,"120 Đường Rạch Bùng Binh, Phường 09, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP THIỆN PHÚ SĨ,TP Hồ Chí Minh,
CHI NHÁNH MAISON SỐ 01-CÔNG TY CỔ PHẦN THIỆN PHÚ SĨ,0303376241-006,TRẦN VĂN THÁI,"B74 KDC Kim Sơn, Đường số 3, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP THIỆN PHÚ SĨ,TP Hồ Chí Minh,
VPĐD TẠI TP. HỒ CHÍ MINH - CÔNG TY CỔ PHẦN THỰC PHẨM AN LONG (TỈNH LONG AN),1100814572-002,HUỲNH TUÂN PHƯƠNG MAI,"Tầng 8, Phòng 8.12, tòa nhà e.town 1, số 364 Cộng Hòa, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP THỰC PHẨM AN LONG,TP Hồ Chí Minh,
CHI NHÁNH CÔNG TY TNHH CJ VINA AGRI - KHO HÀNG TỈNH THANH HÓA,1100439762-005,NAM KI DON,"Lô D5-2 khu công nghiệp Tây Bắc Ga, Phường Đông Thọ, Thành phố Thanh Hoá, Tỉnh Thanh Hoá, Việt Nam",CÔNG TY TNHH CJ VINA AGRI,Thanh Hoá,
CHI NHÁNH CÔNG TY TNHH CJ VINA AGRI - KHO HÀNG TỈNH NGHỆ AN,1100439762-006,NAM KI DON,"Đường D1, Khu công nghiệp Bắc Vinh, Xã Hưng Đông, Thành phố Vinh, Tỉnh Nghệ An, Việt Nam",CÔNG TY TNHH CJ VINA AGRI,Nghệ An,
CHI NHÁNH CÔNG TY TNHH CJ VINA AGRI - KHO HÀNG TỈNH THÁI NGUYÊN,1100439762-007,KIM SUN KANG,"485 - Lưu Nhân Chú, khu Gang Thép, Phường Trung Thành, Thành phố Thái Nguyên, Tỉnh Thái Nguyên, Việt Nam",CÔNG TY TNHH CJ VINA AGRI,Thái Nguyên,
CHI NHÁNH CÔNG TY TNHH CJ VINA AGRI - KHO HÀNG TỈNH BẾN TRE,1100439762-008,NGUYỄN TRIỀU DƯƠNG,"Ấp Thành Hóa 1 (thửa đất số 210, tờ bản đồ số 16), Xã Tân Thành Bình, Huyện Mỏ Cày Bắc, Tỉnh Bến Tre, Việt Nam",CÔNG TY TNHH CJ VINA AGRI,Thanh Hoá,
CHI NHÁNH AN GIANG - CÔNG TY TNHH CJ VINA AGRI - KHO HÀNG TỈNH AN GIANG,1100439762-011,NGUYỄN TRIỀU DƯƠNG,"Số 254/13 Trần Hưng Đạo, Phường Bình Khánh, Thành phố Long Xuyên , Tỉnh An Giang, Việt Nam",CÔNG TY TNHH CJ VINA AGRI,An Giang,
CHI NHÁNH TP. HỒ CHÍ MINH - CÔNG TY TNHH CJ VINA AGRI,1100439762-014,NAM KI DON,"Tầng 5, Tòa nhà MIOS, 121 Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY TNHH CJ VINA AGRI,TP Hồ Chí Minh,
KHO HÀNG TẠI ĐỒNG NAI,1100439762-015,Kim Sun Kang,"Đường 01A, KCN Biên Hòa 2 - Phường Long Bình Tân - Thành phố Biên Hoà - Đồng Nai.",CÔNG TY TNHH CJ VINA AGRI,Đồng Nai,
CÔNG TY TNHH CJ VINA AGRI - CHI NHÁNH ĐẮK LẮK,1100439762-016,NAM KI DON,"143/26 Đường Y Mol, Phường Tân Lợi, TP.Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",CÔNG TY TNHH CJ VINA AGRI,Đắk Lắk,
TRẠI BÌNH LONG - BÌNH PHƯỚC CÔNG TY TNHH CJ VINA AGRI - CHI NHÁNH BÌNH DƯƠNG,1100439762-017,Nam Ki Don,ấp Thanh An - Xã Thanh Lương - Thị xã Bình Long - Bình Phước.,CÔNG TY TNHH CJ VINA AGRI,Bình Phước,
CHI NHÁNH CÔNG TY LELONG VIỆT NAM,1100102656-002,Ma Wen Tse,Số 32+33 Lô E Phường Vĩnh Tuy - - Quận Hai Bà Trưng - Hà Nội.,CÔNG TY TNHH LE LONG VIỆT NAM,Hà Nội,Sản xuất pin và ắc quy
CÔNG TY TNHH LE LONG VIỆT NAM - CHI NHÁNH HÀ NỘI,1100102656-005,LEE JUI CHUN,"Tầng 3, Số 33, Ngõ 82, Phố Phạm Ngọc Thạch, Phường Quang Trung, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",CÔNG TY TNHH LE LONG VIỆT NAM,Hà Nội,
CHI NHÁNH HƯNG YÊN-CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,1101928050-001,NGÔ XUÂN MẠNH,"Đường B1, Khu B,Khu công nghiệp Phố Nối A, Xã Trưng Trắc, Huyện Văn Lâm, Tỉnh Hưng Yên, Việt Nam",CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,Hưng Yên,
CHI NHÁNH ĐÀ NẴNG - CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,1101928050-002,NGÔ XUÂN MẠNH,"Đường số 7, Khu công nghệp Liên Chiểu, Phường Hoà Hiệp Bắc, Quận Liên Chiểu, Thành phố Đà Nẵng, Việt Nam",CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,Đà Nẵng,
CHI NHÁNH CN4- CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,1101928050-003,NGÔ XUÂN MẠNH,"295 Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,TP Hồ Chí Minh,
CHI NHÁNH TẠI LONG AN-CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,1101928050-004,NGÔ XUÂN MẠNH,"ấp Bình Tiền 2, Xã Đức Hòa Hạ, Huyện Đức Hoà, Tỉnh Long An, Việt Nam",CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,Long An,
QUẦY BỆNH VIỆN NGUYỄN VĂN TRƯỜNG,0600206147-049,Phạm Đình Miễn,Bệnh Viện Xuân trường - - Huyện Xuân Trường - Nam Định.,CÔNG TY CP DƯỢC PHẨM NAM HÀ,Nam Định,
QUẦY NGUYỄN THỊ ĐÀO,0600206147-051,Phạm Đình Miễn,Xã Xuân Ngọc - - Huyện Xuân Trường - Nam Định.,CÔNG TY CP DƯỢC PHẨM NAM HÀ,Nam Định,
HIÊỤ THUỐC HUYỆN MỸ LỘC,0600206147-062,Phạm Đình Miễn,KM6 - Đường 21A Nam Định - - Huyện Mỹ Lộc - Nam Định.,CÔNG TY CP DƯỢC PHẨM NAM HÀ,Nam Định,
QUẦY PHẠM THỊ THANH THUỶ,0600206147-063,Phạm Đình Miễn,Mỹ Hưng - - Huyện Mỹ Lộc - Nam Định.,CÔNG TY CP DƯỢC PHẨM NAM HÀ,Nam Định,
